INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_TYPE,ANC_TYPE,XML_DATA_ITEM,MARKET_RUN_ID,MW,ANC_REGION,OPR_INTERVAL,GROUP,OPR_TM,,,,,,
2019-07-01T17:00:00-00:00,2019-07-01T17:15:00-00:00,7/1/2019,11,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,1,41,,,,,,
2019-07-01T17:15:00-00:00,2019-07-01T17:30:00-00:00,7/1/2019,11,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,1,42,,,,,,
2019-07-01T17:30:00-00:00,2019-07-01T17:45:00-00:00,7/1/2019,11,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,1,43,,,,,,
2019-07-01T17:45:00-00:00,2019-07-01T18:00:00-00:00,7/1/2019,11,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,1,44,,,,,,
2019-07-01T18:00:00-00:00,2019-07-01T18:15:00-00:00,7/1/2019,12,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,1,45,,,,,,96
2019-07-01T18:15:00-00:00,2019-07-01T18:30:00-00:00,7/1/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,1,46,,,,,,
2019-07-01T18:30:00-00:00,2019-07-01T18:45:00-00:00,7/1/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,1,47,,,,,,
2019-07-01T18:45:00-00:00,2019-07-01T19:00:00-00:00,7/1/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,1,48,,,,,,
2019-07-01T19:00:00-00:00,2019-07-01T19:15:00-00:00,7/1/2019,13,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,1,49,,,,,,
2019-07-01T19:15:00-00:00,2019-07-01T19:30:00-00:00,7/1/2019,13,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,1,50,,,,,,
2019-07-01T19:30:00-00:00,2019-07-01T19:45:00-00:00,7/1/2019,13,interval,RD,RD_CLR_PRC,RTM,3.79,AS_CAISO_EXP,3,1,51,,,,,,
2019-07-01T19:45:00-00:00,2019-07-01T20:00:00-00:00,7/1/2019,13,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,1,52,,,,,,
2019-07-01T20:00:00-00:00,2019-07-01T20:15:00-00:00,7/1/2019,14,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,1,53,,,,,,
2019-07-01T20:15:00-00:00,2019-07-01T20:30:00-00:00,7/1/2019,14,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,1,54,,,,,,
2019-07-01T20:30:00-00:00,2019-07-01T20:45:00-00:00,7/1/2019,14,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,1,55,,,,,,
2019-07-01T20:45:00-00:00,2019-07-01T21:00:00-00:00,7/1/2019,14,interval,RD,RD_CLR_PRC,RTM,9.92217,AS_CAISO_EXP,4,1,56,,,,,,
2019-07-01T21:00:00-00:00,2019-07-01T21:15:00-00:00,7/1/2019,15,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,1,57,,,,,,
2019-07-01T21:15:00-00:00,2019-07-01T21:30:00-00:00,7/1/2019,15,interval,RD,RD_CLR_PRC,RTM,9.51637,AS_CAISO_EXP,2,1,58,,,,,,
2019-07-01T21:30:00-00:00,2019-07-01T21:45:00-00:00,7/1/2019,15,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,1,59,,,,,,
2019-07-01T21:45:00-00:00,2019-07-01T22:00:00-00:00,7/1/2019,15,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,1,60,,,,,,
2019-07-01T22:00:00-00:00,2019-07-01T22:15:00-00:00,7/1/2019,16,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,1,61,,,,,,
2019-07-01T22:15:00-00:00,2019-07-01T22:30:00-00:00,7/1/2019,16,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,1,62,,,,,,
2019-07-01T22:30:00-00:00,2019-07-01T22:45:00-00:00,7/1/2019,16,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,1,63,,,,,,
2019-07-01T22:45:00-00:00,2019-07-01T23:00:00-00:00,7/1/2019,16,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,1,64,,,,,,
2019-07-01T23:00:00-00:00,2019-07-01T23:15:00-00:00,7/1/2019,17,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,1,65,,,,,,
2019-07-01T23:15:00-00:00,2019-07-01T23:30:00-00:00,7/1/2019,17,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,1,66,,,,,,
2019-07-01T23:30:00-00:00,2019-07-01T23:45:00-00:00,7/1/2019,17,interval,RD,RD_CLR_PRC,RTM,4.2,AS_CAISO_EXP,3,1,67,,,,,,
2019-07-01T23:45:00-00:00,2019-07-02T00:00:00-00:00,7/1/2019,17,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,1,68,,,,,,
2019-07-02T00:00:00-00:00,2019-07-02T00:15:00-00:00,7/1/2019,18,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,1,69,,,,,,
2019-07-02T00:15:00-00:00,2019-07-02T00:30:00-00:00,7/1/2019,18,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,1,70,,,,,,
2019-07-02T00:30:00-00:00,2019-07-02T00:45:00-00:00,7/1/2019,18,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,1,71,,,,,,
2019-07-02T00:45:00-00:00,2019-07-02T01:00:00-00:00,7/1/2019,18,interval,RD,RD_CLR_PRC,RTM,5.94,AS_CAISO_EXP,4,1,72,,,,,,
2019-07-02T01:00:00-00:00,2019-07-02T01:15:00-00:00,7/1/2019,19,interval,RD,RD_CLR_PRC,RTM,0.39,AS_CAISO_EXP,1,1,73,,,,,,
2019-07-02T01:15:00-00:00,2019-07-02T01:30:00-00:00,7/1/2019,19,interval,RD,RD_CLR_PRC,RTM,1.99,AS_CAISO_EXP,2,1,74,,,,,,
2019-07-02T01:30:00-00:00,2019-07-02T01:45:00-00:00,7/1/2019,19,interval,RD,RD_CLR_PRC,RTM,0.39,AS_CAISO_EXP,3,1,75,,,,,,
2019-07-02T01:45:00-00:00,2019-07-02T02:00:00-00:00,7/1/2019,19,interval,RD,RD_CLR_PRC,RTM,6.11,AS_CAISO_EXP,4,1,76,,,,,,
2019-07-02T02:00:00-00:00,2019-07-02T02:15:00-00:00,7/1/2019,20,interval,RD,RD_CLR_PRC,RTM,3,AS_CAISO_EXP,1,1,77,,,,,,
2019-07-02T02:15:00-00:00,2019-07-02T02:30:00-00:00,7/1/2019,20,interval,RD,RD_CLR_PRC,RTM,5,AS_CAISO_EXP,2,1,78,,,,,,
2019-07-02T02:30:00-00:00,2019-07-02T02:45:00-00:00,7/1/2019,20,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,3,1,79,,,,,,
2019-07-02T02:45:00-00:00,2019-07-02T03:00:00-00:00,7/1/2019,20,interval,RD,RD_CLR_PRC,RTM,5,AS_CAISO_EXP,4,1,80,,,,,,
2019-07-02T03:00:00-00:00,2019-07-02T03:15:00-00:00,7/1/2019,21,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,1,81,,,,,,
2019-07-02T03:15:00-00:00,2019-07-02T03:30:00-00:00,7/1/2019,21,interval,RD,RD_CLR_PRC,RTM,5.94,AS_CAISO_EXP,2,1,82,,,,,,
2019-07-02T03:30:00-00:00,2019-07-02T03:45:00-00:00,7/1/2019,21,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,3,1,83,,,,,,
2019-07-02T03:45:00-00:00,2019-07-02T04:00:00-00:00,7/1/2019,21,interval,RD,RD_CLR_PRC,RTM,5.94,AS_CAISO_EXP,4,1,84,,,,,,
2019-07-02T04:00:00-00:00,2019-07-02T04:15:00-00:00,7/1/2019,22,interval,RD,RD_CLR_PRC,RTM,0.39,AS_CAISO_EXP,1,1,85,,,,,,
2019-07-02T04:15:00-00:00,2019-07-02T04:30:00-00:00,7/1/2019,22,interval,RD,RD_CLR_PRC,RTM,0.39,AS_CAISO_EXP,2,1,86,,,,,,
2019-07-02T04:30:00-00:00,2019-07-02T04:45:00-00:00,7/1/2019,22,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,3,1,87,,,,,,
2019-07-02T04:45:00-00:00,2019-07-02T05:00:00-00:00,7/1/2019,22,interval,RD,RD_CLR_PRC,RTM,0.39,AS_CAISO_EXP,4,1,88,,,,,,
2019-07-02T05:00:00-00:00,2019-07-02T05:15:00-00:00,7/1/2019,23,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,1,89,,,,,,
2019-07-02T05:15:00-00:00,2019-07-02T05:30:00-00:00,7/1/2019,23,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,1,90,,,,,,
2019-07-02T05:30:00-00:00,2019-07-02T05:45:00-00:00,7/1/2019,23,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,1,91,,,,,,
2019-07-02T05:45:00-00:00,2019-07-02T06:00:00-00:00,7/1/2019,23,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,1,92,,,,,,
2019-07-02T06:00:00-00:00,2019-07-02T06:15:00-00:00,7/1/2019,24,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,1,93,,,,,,
2019-07-02T06:15:00-00:00,2019-07-02T06:30:00-00:00,7/1/2019,24,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,1,94,,,,,,
2019-07-02T06:30:00-00:00,2019-07-02T06:45:00-00:00,7/1/2019,24,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,1,95,,,,,,
2019-07-02T06:45:00-00:00,2019-07-02T07:00:00-00:00,7/1/2019,24,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,1,96,,,,,,
2019-07-02T07:00:00-00:00,2019-07-02T07:15:00-00:00,7/2/2019,1,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,2,1,,,,,,
2019-07-02T07:15:00-00:00,2019-07-02T07:30:00-00:00,7/2/2019,1,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,2,2,2,,,,,,
2019-07-02T07:30:00-00:00,2019-07-02T07:45:00-00:00,7/2/2019,1,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,3,2,3,,,,,,
2019-07-02T07:45:00-00:00,2019-07-02T08:00:00-00:00,7/2/2019,1,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,4,,,,,,
2019-07-02T08:00:00-00:00,2019-07-02T08:15:00-00:00,7/2/2019,2,interval,RD,RD_CLR_PRC,RTM,0.01,AS_CAISO_EXP,1,2,5,,,,,,
2019-07-02T08:15:00-00:00,2019-07-02T08:30:00-00:00,7/2/2019,2,interval,RD,RD_CLR_PRC,RTM,3,AS_CAISO_EXP,2,2,6,,,,,,
2019-07-02T08:30:00-00:00,2019-07-02T08:45:00-00:00,7/2/2019,2,interval,RD,RD_CLR_PRC,RTM,3,AS_CAISO_EXP,3,2,7,,,,,,
2019-07-02T08:45:00-00:00,2019-07-02T09:00:00-00:00,7/2/2019,2,interval,RD,RD_CLR_PRC,RTM,9.76864,AS_CAISO_EXP,4,2,8,,,,,,
2019-07-02T09:00:00-00:00,2019-07-02T09:15:00-00:00,7/2/2019,3,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,2,9,,,,,,
2019-07-02T09:15:00-00:00,2019-07-02T09:30:00-00:00,7/2/2019,3,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,2,10,,,,,,
2019-07-02T09:30:00-00:00,2019-07-02T09:45:00-00:00,7/2/2019,3,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,3,2,11,,,,,,
2019-07-02T09:45:00-00:00,2019-07-02T10:00:00-00:00,7/2/2019,3,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,12,,,,,,
2019-07-02T10:00:00-00:00,2019-07-02T10:15:00-00:00,7/2/2019,4,interval,RD,RD_CLR_PRC,RTM,0.01,AS_CAISO_EXP,1,2,13,,,,,,
2019-07-02T10:15:00-00:00,2019-07-02T10:30:00-00:00,7/2/2019,4,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,2,14,,,,,,
2019-07-02T10:30:00-00:00,2019-07-02T10:45:00-00:00,7/2/2019,4,interval,RD,RD_CLR_PRC,RTM,3.89,AS_CAISO_EXP,3,2,15,,,,,,
2019-07-02T10:45:00-00:00,2019-07-02T11:00:00-00:00,7/2/2019,4,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,16,,,,,,
2019-07-02T11:00:00-00:00,2019-07-02T11:15:00-00:00,7/2/2019,5,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,2,17,,,,,,
2019-07-02T11:15:00-00:00,2019-07-02T11:30:00-00:00,7/2/2019,5,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,2,18,,,,,,
2019-07-02T11:30:00-00:00,2019-07-02T11:45:00-00:00,7/2/2019,5,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,3,2,19,,,,,,
2019-07-02T11:45:00-00:00,2019-07-02T12:00:00-00:00,7/2/2019,5,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,20,,,,,,
2019-07-02T12:00:00-00:00,2019-07-02T12:15:00-00:00,7/2/2019,6,interval,RD,RD_CLR_PRC,RTM,7.96296,AS_CAISO_EXP,1,2,21,,,,,,
2019-07-02T12:15:00-00:00,2019-07-02T12:30:00-00:00,7/2/2019,6,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,2,22,,,,,,
2019-07-02T12:30:00-00:00,2019-07-02T12:45:00-00:00,7/2/2019,6,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,3,2,23,,,,,,
2019-07-02T12:45:00-00:00,2019-07-02T13:00:00-00:00,7/2/2019,6,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,24,,,,,,
2019-07-02T13:00:00-00:00,2019-07-02T13:15:00-00:00,7/2/2019,7,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,2,25,,,,,,
2019-07-02T13:15:00-00:00,2019-07-02T13:30:00-00:00,7/2/2019,7,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,2,26,,,,,,
2019-07-02T13:30:00-00:00,2019-07-02T13:45:00-00:00,7/2/2019,7,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,2,27,,,,,,
2019-07-02T13:45:00-00:00,2019-07-02T14:00:00-00:00,7/2/2019,7,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,28,,,,,,
2019-07-02T14:00:00-00:00,2019-07-02T14:15:00-00:00,7/2/2019,8,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,2,29,,,,,,
2019-07-02T14:15:00-00:00,2019-07-02T14:30:00-00:00,7/2/2019,8,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,2,30,,,,,,
2019-07-02T14:30:00-00:00,2019-07-02T14:45:00-00:00,7/2/2019,8,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,3,2,31,,,,,,
2019-07-02T14:45:00-00:00,2019-07-02T15:00:00-00:00,7/2/2019,8,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,32,,,,,,
2019-07-02T15:00:00-00:00,2019-07-02T15:15:00-00:00,7/2/2019,9,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,2,33,,,,,,
2019-07-02T15:15:00-00:00,2019-07-02T15:30:00-00:00,7/2/2019,9,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,2,34,,,,,,
2019-07-02T15:30:00-00:00,2019-07-02T15:45:00-00:00,7/2/2019,9,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,3,2,35,,,,,,
2019-07-02T15:45:00-00:00,2019-07-02T16:00:00-00:00,7/2/2019,9,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,36,,,,,,
2019-07-02T16:00:00-00:00,2019-07-02T16:15:00-00:00,7/2/2019,10,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,2,37,,,,,,
2019-07-02T16:15:00-00:00,2019-07-02T16:30:00-00:00,7/2/2019,10,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,2,38,,,,,,
2019-07-02T16:30:00-00:00,2019-07-02T16:45:00-00:00,7/2/2019,10,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,3,2,39,,,,,,
2019-07-02T16:45:00-00:00,2019-07-02T17:00:00-00:00,7/2/2019,10,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,40,,,,,,
2019-07-02T17:00:00-00:00,2019-07-02T17:15:00-00:00,7/2/2019,11,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,2,41,,,,,,
2019-07-02T17:15:00-00:00,2019-07-02T17:30:00-00:00,7/2/2019,11,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,2,42,,,,,,
2019-07-02T17:30:00-00:00,2019-07-02T17:45:00-00:00,7/2/2019,11,interval,RD,RD_CLR_PRC,RTM,8.41267,AS_CAISO_EXP,3,2,43,,,,,,
2019-07-02T17:45:00-00:00,2019-07-02T18:00:00-00:00,7/2/2019,11,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,44,,,,,,
2019-07-02T18:00:00-00:00,2019-07-02T18:15:00-00:00,7/2/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,2,45,,,,,,
2019-07-02T18:15:00-00:00,2019-07-02T18:30:00-00:00,7/2/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,2,46,,,,,,
2019-07-02T18:30:00-00:00,2019-07-02T18:45:00-00:00,7/2/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,2,47,,,,,,
2019-07-02T18:45:00-00:00,2019-07-02T19:00:00-00:00,7/2/2019,12,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,48,,,,,,
2019-07-02T19:00:00-00:00,2019-07-02T19:15:00-00:00,7/2/2019,13,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,1,2,49,,,,,,
2019-07-02T19:15:00-00:00,2019-07-02T19:30:00-00:00,7/2/2019,13,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,2,2,50,,,,,,
2019-07-02T19:30:00-00:00,2019-07-02T19:45:00-00:00,7/2/2019,13,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,2,51,,,,,,
2019-07-02T19:45:00-00:00,2019-07-02T20:00:00-00:00,7/2/2019,13,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,52,,,,,,
2019-07-02T20:00:00-00:00,2019-07-02T20:15:00-00:00,7/2/2019,14,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,1,2,53,,,,,,
2019-07-02T20:15:00-00:00,2019-07-02T20:30:00-00:00,7/2/2019,14,interval,RD,RD_CLR_PRC,RTM,0,AS_CAISO_EXP,2,2,54,,,,,,
2019-07-02T20:30:00-00:00,2019-07-02T20:45:00-00:00,7/2/2019,14,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,3,2,55,,,,,,
2019-07-02T20:45:00-00:00,2019-07-02T21:00:00-00:00,7/2/2019,14,interval,RD,RD_CLR_PRC,RTM,10,AS_CAISO_EXP,4,2,56,,,,,,
